committee_id,committee_name,contributor_city,contributor_state,contributor_employer,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-16 00:00:00,27.00,354.94
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-03 00:00:00,50.00,212.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-04 00:00:00,24.00,215.70
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-08 00:00:00,2.70,269.40
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-10 00:00:00,2.70,321.85
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-07 00:00:00,27.00,316.45
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-08 00:00:00,15.00,316.45
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-15 00:00:00,15.00,433.55
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,,2020-07-13 00:00:00,250.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-07-16 00:00:00,63.00,251.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-07-27 00:00:00,25.00,276.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,DAY PITNEY LLP,2020-07-11 00:00:00,100.00,450.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HAMPSHIRE COLLEGE,2020-07-21 00:00:00,50.00,211.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-19 00:00:00,100.00,425.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-31 00:00:00,50.00,475.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-09 00:00:00,50.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-23 00:00:00,50.00,600.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,MASSACHUSETTS,2020-07-22 00:00:00,100.00,400.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-05 00:00:00,50.00,818.54
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-26 00:00:00,50.00,968.54
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS AMHERST,2020-07-23 00:00:00,13.00,211.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS AMHERST,2020-07-25 00:00:00,13.00,224.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SERVICENET,2020-07-25 00:00:00,500.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-13 00:00:00,3.00,418.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-16 00:00:00,50.00,550.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,GAZEBO,2020-07-28 00:00:00,20.00,280.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-17 00:00:00,25.00,545.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-24 00:00:00,25.00,570.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-28 00:00:00,44.00,614.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HARVARD UNIVERSITY,2020-07-16 00:00:00,100.00,350.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS AMHERST,2020-07-28 00:00:00,15.00,239.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-07-16 00:00:00,63.00,251.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,BCARC,2020-07-23 00:00:00,50.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-13 00:00:00,100.00,325.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-20 00:00:00,100.00,300.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,,2020-07-31 00:00:00,500.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-11 00:00:00,5.00,1396.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2020-03-31 00:00:00,15.00,614.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-06 00:00:00,10.00,1391.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-23 00:00:00,25.00,1431.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HAMPSHRIE PROPERTY MANAGEMENT GROUP,2020-07-05 00:00:00,250.00,250.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-05 00:00:00,250.00,500.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,GAZEBO,2020-03-28 00:00:00,20.00,220.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-05 00:00:00,5.00,305.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SCHOOL,2020-03-01 00:00:00,50.00,250.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS AMHERST,2020-03-06 00:00:00,27.00,224.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS AMHERST,2020-03-09 00:00:00,27.00,251.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-02 00:00:00,250.00,500.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,36.00,313.70
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-15 00:00:00,27.00,207.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-04 00:00:00,7.00,294.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-10 00:00:00,7.00,311.30
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-05 00:00:00,20.00,340.00
C00696948,BERNIE 2020,AMHERST,MA,CHICOPEE SCHOOLS,2020-03-03 00:00:00,18.00,1391.40
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS-AMHERST,2020-03-02 00:00:00,15.00,276.40
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,UMASS,2020-03-02 00:00:00,25.00,230.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-05 00:00:00,25.00,390.00
C00696948,BERNIE 2020,AMHERST,MA,GEORGE WASHINGTON UNIVERSITY,2020-03-09 00:00:00,150.00,700.00
C00696948,BERNIE 2020,AMHERST,MA,TOWN OF AMHERST MA,2020-03-17 00:00:00,50.00,750.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-11 00:00:00,10.00,221.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-03-11 00:00:00,25.00,275.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-03-15 00:00:00,50.00,350.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-03-27 00:00:00,100.00,475.00
C00696948,BERNIE 2020,AMHERST,MA,,2020-03-30 00:00:00,100.00,300.00
C00696948,BERNIE 2020,AMHERST,MA,COLORADO STATE UNIVERSITY,2020-03-06 00:00:00,100.00,712.77
C00696948,BERNIE 2020,AMHERST,MA,COLORADO STATE UNIVERSITY,2020-03-11 00:00:00,27.00,739.77
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,COOLEY DICKINSON MEDICAL GROUP,2020-03-01 00:00:00,120.00,240.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-08 00:00:00,134.00,1859.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-21 00:00:00,50.00,1934.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-03-01 00:00:00,134.00,1725.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-06 00:00:00,66.00,272.06
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-31 00:00:00,10.00,228.00
C00696948,BERNIE 2020,AMHERST,MA,MOUNT HOLYOKE COLLEGE,2020-03-05 00:00:00,270.00,405.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-04 00:00:00,10.00,393.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-16 00:00:00,18.00,423.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-31 00:00:00,9.00,432.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-02 00:00:00,27.00,383.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,2.70,313.70
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-03-15 00:00:00,4.20,387.30
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-05 00:00:00,7.00,301.30
C00696948,BERNIE 2020,AMHERST,MA,CHICOPEE SCHOOLS,2020-03-06 00:00:00,15.00,1406.40
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS AMHERST,2020-03-02 00:00:00,27.00,260.07
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS AMHERST,2020-03-11 00:00:00,50.00,372.07
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-02 00:00:00,10.00,221.70
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,10.00,231.70
C00696948,BERNIE 2020,AMHERST,MA,KLAVENS LAW GROUP,2020-03-01 00:00:00,27.00,202.00
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS-AMHERST,2020-03-03 00:00:00,10.00,286.40
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-12 00:00:00,2.50,407.17
C00696948,BERNIE 2020,AMHERST,MA,CLEAN WATER ACTION,2020-03-14 00:00:00,29.36,233.06
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-03 00:00:00,15.00,1672.20
C00696948,BERNIE 2020,AMHERST,MA,SERVICENET,2020-03-07 00:00:00,27.00,545.90
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-04 00:00:00,5.00,206.06
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-06 00:00:00,5.00,242.06
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-08 00:00:00,10.00,242.06
C00696948,BERNIE 2020,AMHERST,MA,ST. STEPHEN'S,2020-03-01 00:00:00,2.70,200.70
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-13 00:00:00,2.70,350.63
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,10.00,211.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2020-03-08 00:00:00,27.00,307.00
C00696948,BERNIE 2020,AMHERST,MA,ST. STEPHEN'S,2020-03-19 00:00:00,6.00,209.40
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-19 00:00:00,5.00,501.70
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-03-03 00:00:00,27.00,302.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,10.00,642.00
C00696948,BERNIE 2020,AMHERST,MA,AMHERST DENTAL GROUP,2020-03-06 00:00:00,100.00,1259.70
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-03-04 00:00:00,27.00,356.00
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-03-08 00:00:00,5.00,366.00
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-03-10 00:00:00,27.00,398.00
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-03-17 00:00:00,27.00,454.70
C00696948,BERNIE 2020,AMHERST,MA,HIGH HORSE BREWING AND BISTRO,2020-03-24 00:00:00,27.00,481.70
C00696948,BERNIE 2020,AMHERST,MA,UNIVERSITY OF MASSACHUSETTS,2020-03-14 00:00:00,50.00,618.94
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-05 00:00:00,27.00,657.30
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-13 00:00:00,27.00,700.30
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,44.00,642.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-05 00:00:00,24.00,239.70
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-11 00:00:00,27.00,296.40
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-12 00:00:00,15.00,366.55
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-14 00:00:00,27.00,433.55
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,10.00,424.00
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-07 00:00:00,6.00,663.30
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,10.00,337.67
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-03-05 00:00:00,4.20,351.90
C00696948,BERNIE 2020,AMHERST,MA,WESTERN MASS ORGANIC GARDEN SUPPLY,2020-03-08 00:00:00,4.20,383.10
C00696948,BERNIE 2020,AMHERST,MA,VERIZON,2020-03-14 00:00:00,27.00,244.00
C00696948,BERNIE 2020,AMHERST,MA,TOWN OF WEST SPRINGFIELD,2020-03-09 00:00:00,50.00,277.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-01 00:00:00,27.00,414.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-08 00:00:00,50.00,474.00
C00696948,BERNIE 2020,AMHERST,MA,HILLTOWN CHARTER SCHOOL,2020-03-10 00:00:00,15.00,205.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-15 00:00:00,27.00,852.80
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-29 00:00:00,2.70,858.20
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-02 00:00:00,15.00,1654.50
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-03 00:00:00,2.70,1672.20
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-06 00:00:00,2.70,1701.60
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-15 00:00:00,27.00,1794.00
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2020-03-05 00:00:00,10.00,1100.90
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2020-03-15 00:00:00,10.00,1160.60
C00696948,BERNIE 2020,AMHERST,MA,SEIU LOCAL 509,2020-03-13 00:00:00,2.70,1160.60
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-11 00:00:00,10.00,262.06
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-01 00:00:00,50.00,496.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2020-03-15 00:00:00,27.00,334.00
C00696948,BERNIE 2020,AMHERST,MA,SMITH COLLEGE,2020-03-10 00:00:00,27.00,311.65
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-02 00:00:00,100.00,2213.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-13 00:00:00,27.00,224.70
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-13 00:00:00,2.70,224.70
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-03 00:00:00,13.00,488.60
C00696948,BERNIE 2020,AMHERST,MA,WORCESTER STATE UNIVERSITY,2020-03-08 00:00:00,27.00,270.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,10.00,324.34
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-12 00:00:00,2.70,327.04
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-29 00:00:00,9.72,346.12
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-05 00:00:00,25.00,362.67
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-10 00:00:00,27.00,399.67
C00696948,BERNIE 2020,AMHERST,MA,AMHERST COLLEGE,2020-03-01 00:00:00,2.70,746.90
C00696948,BERNIE 2020,AMHERST,MA,AMHERST COLLEGE,2020-03-04 00:00:00,26.00,775.60
C00696948,BERNIE 2020,AMHERST,MA,AMHERST COLLEGE,2020-03-05 00:00:00,26.00,814.60
C00696948,BERNIE 2020,AMHERST,MA,AMHERST COLLEGE,2020-03-06 00:00:00,13.00,957.30
C00696948,BERNIE 2020,AMHERST,MA,AMHERST COLLEGE,2020-03-07 00:00:00,65.00,957.30
C00696948,BERNIE 2020,AMHERST,MA,AMHERST COLLEGE,2020-03-08 00:00:00,13.00,957.30
C00696948,BERNIE 2020,AMHERST,MA,CLEAN WATER ACTION,2020-03-16 00:00:00,15.00,248.06
C00696948,BERNIE 2020,AMHERST,MA,TOWN OF WEST SPRINGFIELD,2020-03-04 00:00:00,50.00,227.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-12 00:00:00,27.00,625.41
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-15 00:00:00,27.00,652.41
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-14 00:00:00,27.00,852.80
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-11 00:00:00,2.70,1704.30
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-01 00:00:00,50.00,250.00
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-07 00:00:00,6.00,242.06
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-10 00:00:00,10.00,252.06
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-15 00:00:00,10.00,274.76
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,27.00,550.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-08 00:00:00,27.00,604.00
C00696948,BERNIE 2020,AMHERST,MA,UMASS,2020-03-06 00:00:00,27.00,307.00
C00696948,BERNIE 2020,AMHERST,MA,STATE OF CT,2020-03-11 00:00:00,12.00,674.51
C00696948,BERNIE 2020,AMHERST,MA,UMASSFIVE FCU,2020-03-06 00:00:00,100.00,694.58
C00696948,BERNIE 2020,AMHERST,MA,SMITH COLLEGE,2020-03-07 00:00:00,2.70,275.65
C00696948,BERNIE 2020,AMHERST,MA,SMITH COLLEGE,2020-03-08 00:00:00,5.00,275.65
C00696948,BERNIE 2020,AMHERST,MA,SMITH COLLEGE,2020-03-10 00:00:00,9.00,311.65
C00696948,BERNIE 2020,AMHERST,MA,SMITH COLLEGE,2020-03-16 00:00:00,7.00,318.65
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-25 00:00:00,2.70,504.40
C00696948,BERNIE 2020,AMHERST,MA,HOLYOKE COMMUNITY COLLEGE,2020-03-09 00:00:00,27.00,327.34
C00696948,BERNIE 2020,AMHERST,MA,BELCHERTOWN PUBLIC SCHOOLS,2020-03-02 00:00:00,27.00,209.10
C00696948,BERNIE 2020,AMHERST,MA,BELCHERTOWN PUBLIC SCHOOLS,2020-03-20 00:00:00,6.00,242.10
C00696948,BERNIE 2020,AMHERST,MA,AMHERST COLLEGE,2020-03-06 00:00:00,13.00,957.30
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-05 00:00:00,27.00,213.45
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-11 00:00:00,27.00,351.55
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-13 00:00:00,10.00,433.55
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-15 00:00:00,15.00,433.55
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-17 00:00:00,27.00,460.55
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-18 00:00:00,27.00,487.55
C00696948,BERNIE 2020,AMHERST,MA,STATE OF CT,2020-03-03 00:00:00,27.00,640.51
C00696948,BERNIE 2020,AMHERST,MA,STATE OF CT,2020-03-04 00:00:00,10.00,650.51
C00696948,BERNIE 2020,AMHERST,MA,STATE OF CT,2020-03-14 00:00:00,10.00,696.51
C00696948,BERNIE 2020,AMHERST,MA,NONE,2020-03-09 00:00:00,50.00,650.00
C00696948,BERNIE 2020,AMHERST,MA,NOT EMPLOYED,2020-03-04 00:00:00,250.00,500.00
C00696948,BERNIE 2020,AMHERST,MA,SELF EMPLOYED,2020-03-08 00:00:00,27.00,269.40
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-05 00:00:00,2.70,213.45
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-05 00:00:00,2.70,213.45
C00696948,BERNIE 2020,AMHERST,MA,UMASS AMHERST,2020-03-08 00:00:00,7.00,316.45
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-07-04 00:00:00,100.00,600.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-07 00:00:00,100.00,260.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,EMILY DICKINSON MUSEUM,2020-07-12 00:00:00,25.00,280.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,EMILY DICKINSON MUSEUM,2020-07-16 00:00:00,25.00,305.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,EMILY DICKINSON MUSEUM,2020-07-17 00:00:00,5.00,335.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,EMILY DICKINSON MUSEUM,2020-07-29 00:00:00,12.50,372.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2020-07-06 00:00:00,20.00,281.50
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,COOLEY DICKINSON MEDICAL GROUP,2020-07-14 00:00:00,80.00,345.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,SELF-EMPLOYED,2020-07-29 00:00:00,100.00,700.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,HARVARD UNIVERSITY,2020-07-22 00:00:00,50.00,400.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-10-08 00:00:00,10.00,961.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-10-12 00:00:00,10.00,971.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-10-25 00:00:00,10.00,981.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-10-30 00:00:00,100.00,1081.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-11-02 00:00:00,10.00,1091.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-11-08 00:00:00,10.00,1101.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-11-13 00:00:00,10.00,1111.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-12-06 00:00:00,10.00,1141.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-12-06 00:00:00,10.00,1141.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-12-06 00:00:00,10.00,1141.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-12-19 00:00:00,10.00,1151.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,NOT EMPLOYED,2019-12-22 00:00:00,10.00,1161.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-10-01 00:00:00,16.00,219.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-10-13 00:00:00,10.00,229.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-10-17 00:00:00,16.00,245.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-10-19 00:00:00,16.00,277.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-10-20 00:00:00,16.00,277.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-10-31 00:00:00,20.00,297.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-11-26 00:00:00,20.00,317.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-03 00:00:00,25.00,342.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-05 00:00:00,17.00,359.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-08 00:00:00,10.00,369.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-13 00:00:00,25.00,394.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-20 00:00:00,20.00,429.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-21 00:00:00,15.00,429.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-31 00:00:00,5.00,439.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,WESTFIELD STATE UNIVERSITY,2019-12-31 00:00:00,5.00,439.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,PSYCHOTHERAPIST,2019-10-18 00:00:00,18.00,231.00
C00703975,BIDEN FOR PRESIDENT,AMHERST,MA,PSYCHOTHERAPIST,2019-10-25 00:00:00,18.00,249.00
